,created_on,property_type,place_name,price_aprox_usd,surface_total_in_m2,rooms,year,popularity,USDMEXVal
88999,2016-08-23,1.0,Cuautitlán Izcalli,27660.4,63.0,2.0,2016,3,18.47419805112093
89000,2016-08-23,1.0,Bosques de Chalco I,35563.37,90.0,3.0,2016,2,18.47419805112093
89001,2016-08-23,1.0,Bosques de Chalco I,56111.1,90.0,3.0,2016,2,18.47419805112093
89003,2016-08-23,1.0,Chiautla,52686.48,207.0,2.0,2016,2,18.47419805112093
89004,2016-08-23,2.0,Coacalco de Berriozabal,42307.24,75.0,3.0,2016,3,18.47419805112093
89007,2016-08-23,1.0,Cuautitlán Izcalli,32296.81,80.0,2.0,2016,2,18.47419805112093
89263,2016-08-23,1.0,Chihuahua,18255.86,214.0,3.0,2016,1,18.47419805112093
89264,2016-08-23,1.0,Chihuahua,21074.59,193.0,1.0,2016,1,18.47419805112093
89266,2016-08-23,1.0,Izcalli,26343.24,60.0,2.0,2016,3,18.47419805112093
89267,2016-08-23,1.0,Izcalli,26343.24,60.0,2.0,2016,3,18.47419805112093
89268,2016-08-23,1.0,Villa Florencia,132769.94,149.0,3.0,2016,3,18.47419805112093
89269,2016-08-23,1.0,Querétaro,134350.53,160.0,4.0,2016,1,18.47419805112093
89270,2016-08-23,1.0,Villas del Mesón,553208.06,1000.0,4.0,2016,1,18.47419805112093
89271,2016-08-23,1.0,Chihuahua,115910.26,350.0,4.0,2016,1,18.47419805112093
89272,2016-08-23,1.0,Cuernavaca,384611.34,700.0,4.0,2016,2,18.47419805112093
89273,2016-08-23,1.0,Irapuato,36880.53,105.0,3.0,2016,3,18.47419805112093
89274,2016-08-23,1.0,Tepic,71917.05,232.0,4.0,2016,3,18.47419805112093
90110,2016-08-24,1.0,Michoacán,39514.86,80.0,2.0,2016,3,18.47419805112093
90111,2016-08-24,1.0,Querétaro,105372.96,251.0,2.0,2016,1,18.47419805112093
90112,2016-08-24,1.0,Veracruz,68492.42,100.0,2.0,2016,1,18.47419805112093
90113,2016-08-24,1.0,Juriquilla,135773.06,167.0,3.0,2016,1,18.47419805112093
90114,2016-08-24,1.0,Querétaro,247626.47,300.0,3.0,2016,1,18.47419805112093
90116,2016-08-24,1.0,Porta Fontana,189671.34,300.0,3.0,2016,3,18.47419805112093
90117,2016-08-24,1.0,Tepic,23708.91,90.0,2.0,2016,1,18.47419805112093
90118,2016-08-24,1.0,Izcalli,26343.24,60.0,2.0,2016,3,18.47419805112093
90119,2016-08-24,1.0,Izcalli,26343.24,60.0,2.0,2016,3,18.47419805112093
90120,2016-08-24,1.0,Izcalli,26343.24,60.0,2.0,2016,3,18.47419805112093
90121,2016-08-24,1.0,Izcalli,26343.24,60.0,2.0,2016,3,18.47419805112093
90122,2016-08-24,1.0,Izcalli,26343.24,60.0,2.0,2016,3,18.47419805112093
90123,2016-08-24,1.0,Lerma,37038.59,92.0,2.0,2016,2,18.47419805112093
90124,2016-08-24,1.0,Metepec,163960.33,210.0,3.0,2016,2,18.47419805112093
90125,2016-08-24,1.0,Naucalpan de Juárez,80241.51,104.0,2.0,2016,3,18.47419805112093
90127,2016-08-24,1.0,Nezahualcóyotl,81137.18,151.0,2.0,2016,3,18.47419805112093
90128,2016-08-24,1.0,Ozumba de Alzate,26343.24,200.0,2.0,2016,2,18.47419805112093
90129,2016-08-24,1.0,Toluca,73339.58,120.0,3.0,2016,1,18.47419805112093
90949,2016-08-25,1.0,Corregidora,110641.61,240.0,4.0,2016,1,18.47419805112093
90958,2016-08-25,2.0,Cuajimalpa,711267.5,260.0,3.0,2016,3,18.47419805112093
90964,2016-08-25,1.0,Veracruz,121178.91,225.0,4.0,2016,1,18.47419805112093
90965,2016-08-25,1.0,Veracruz,25816.37,201.0,2.0,2016,1,18.47419805112093
90968,2016-08-25,1.0,Toluca,71390.18,133.0,2.0,2016,1,18.47419805112093
90969,2016-08-25,1.0,Cacalomacán,140672.9,921.0,2.0,2016,1,18.47419805112093
90978,2016-08-25,1.0,Chihuahua,147522.16,324.0,4.0,2016,1,18.47419805112093
90979,2016-08-25,1.0,San Bartolo,60589.45,5000.0,2.0,2016,1,18.47419805112093
90980,2016-08-25,1.0,Querétaro,711267.5,770.0,4.0,2016,1,18.47419805112093
91581,2016-08-25,1.0,Jardines de Durango,86932.69,141.0,5.0,2016,1,18.47419805112093
91588,2016-08-25,2.0,Querétaro,125515.37,96.0,3.0,2016,1,18.47419805112093
91589,2016-08-25,2.0,Querétaro,183845.16,139.0,3.0,2016,1,18.47419805112093
91590,2016-08-25,2.0,Querétaro,201898.08,152.0,3.0,2016,1,18.47419805112093
91598,2016-08-25,1.0,Vasco de Quiroga,87459.56,124.0,3.0,2016,3,18.47419805112093
91602,2016-08-25,1.0,Santa Isabel Tola,111168.48,1553.0,4.0,2016,3,18.47419805112093
91605,2016-08-25,2.0,Cuauhtémoc,38987.99,35.0,2.0,2016,3,18.47419805112093
91675,2016-08-25,1.0,Parques Nacionales,79029.72,127.0,4.0,2016,1,18.47419805112093
91682,2016-08-25,1.0,Monterrey,283980.12,450.0,3.0,2016,1,18.47419805112093
91683,2016-08-25,1.0,Zibatá,115910.26,151.0,3.0,2016,3,18.47419805112093
91684,2016-08-25,1.0,Cumbres del Lago,189671.34,240.0,4.0,2016,1,18.47419805112093
91940,2016-08-26,1.0,Real de Juriquilla,173865.39,300.0,3.0,2016,1,18.47419805112093
91946,2016-08-26,2.0,INFONAVIT Iztacalco,45837.24,80.0,2.0,2016,3,18.47419805112093
91950,2016-08-26,2.0,Santo Tomas,40041.72,21.0,2.0,2016,3,18.47419805112093
91951,2016-08-26,2.0,Constitución de 1917,64962.43,62.0,3.0,2016,3,18.47419805112093
91952,2016-08-26,1.0,Xalpa,146995.28,354.0,2.0,2016,3,18.47419805112093
91956,2016-08-26,1.0,San Luis Potosí,88513.29,95.0,3.0,2016,1,18.47419805112093
91960,2016-08-26,1.0,San Luis Potosí,329290.53,336.0,4.0,2016,1,18.47419805112093
91963,2016-08-26,1.0,Chihuahua,41569.63,150.0,3.0,2016,1,18.47419805112093
91964,2016-08-26,1.0,Bosque Esmeralda,895670.25,630.0,3.0,2016,3,18.47419805112093
91965,2016-08-26,1.0,Jerónimo Siller,1303990.5,500.0,3.0,2016,1,18.47419805112093
91966,2016-08-26,1.0,Jerónimo Siller,1303990.5,500.0,3.0,2016,1,18.47419805112093
91967,2016-08-26,1.0,Jerónimo Siller,1303990.5,500.0,3.0,2016,1,18.47419805112093
92737,2016-08-27,1.0,Michoacán,88197.17,160.0,3.0,2016,3,18.47419805112093
92738,2016-08-27,1.0,Michoacán,102738.64,160.0,3.0,2016,3,18.47419805112093
92739,2016-08-27,1.0,Michoacán,76395.4,64.0,2.0,2016,3,18.47419805112093
92741,2016-08-27,1.0,Michoacán,68492.42,250.0,3.0,2016,3,18.47419805112093
92744,2016-08-27,1.0,Los Olivos,68492.42,141.0,3.0,2016,3,18.47419805112093
92747,2016-08-27,2.0,Atizapán de Zaragoza,28977.56,56.0,2.0,2016,3,18.47419805112093
92748,2016-08-27,1.0,Querétaro,158059.45,281.0,4.0,2016,1,18.47419805112093
92750,2016-08-27,1.0,San Luis Potosí,205477.28,178.0,3.0,2016,1,18.47419805112093
92751,2016-08-27,1.0,El Refugio Sector 1,50052.15,160.0,3.0,2016,3,18.47419805112093
92752,2016-08-27,1.0,Morelos Norte,33192.48,120.0,3.0,2016,1,18.47419805112093
92753,2016-08-27,1.0,Tepic,41095.45,96.0,2.0,2016,1,18.47419805112093
93321,2016-08-27,1.0,Paraje Santa Rosa,46890.97,95.0,3.0,2016,1,18.47419805112093
93830,2016-08-29,1.0,Puente de San Cayetano,49261.86,91.0,3.0,2016,1,18.47419805112093
93831,2016-08-29,1.0,Chihuahua,43729.78,220.0,3.0,2016,1,18.47419805112093
93832,2016-08-29,1.0,Villa Las Fuentes 1 Sector,179134.05,300.0,5.0,2016,1,18.47419805112093
93833,2016-08-29,1.0,Irapuato,221283.23,701.0,3.0,2016,3,18.47419805112093
94023,2016-08-30,1.0,Mexicali,28977.56,140.0,2.0,2016,1,18.47419805112093
94024,2016-08-30,1.0,Veracruz,84034.94,146.0,3.0,2016,1,18.47419805112093
94025,2016-08-30,1.0,Veracruz,90884.18,161.0,3.0,2016,1,18.47419805112093
94027,2016-08-30,2.0,Ampliación Granada,194939.98,60.0,1.0,2016,3,18.47419805112093
94031,2016-08-30,1.0,Monterrey,195993.7,325.0,3.0,2016,1,18.47419805112093
94033,2016-08-30,1.0,Jardines Del Mezquital,47417.83,90.0,4.0,2016,3,18.47419805112093
94034,2016-08-30,1.0,Chihuahua,60589.45,175.0,3.0,2016,1,18.47419805112093
94036,2016-08-30,1.0,Coacalco de Berriozabal,26343.24,55.0,2.0,2016,3,18.47419805112093
94037,2016-08-30,2.0,Residencial Paraíso I,32665.61,75.0,3.0,2016,3,18.47419805112093
94038,2016-08-30,1.0,Hacienda las Garzas,53740.21,96.0,3.0,2016,3,18.47419805112093
94039,2016-08-30,1.0,Coacalco de Berriozabal,30031.29,86.0,2.0,2016,3,18.47419805112093
94667,2016-08-31,1.0,Lomas de Angelópolis,144887.83,180.0,3.0,2016,3,18.47419805112093
94668,2016-08-31,1.0,Lomas de Angelópolis,151210.2,149.0,3.0,2016,3,18.47419805112093
94669,2016-08-31,1.0,Lomas de Angelópolis,157532.58,150.0,4.0,2016,3,18.47419805112093
94670,2016-08-31,1.0,Lomas de Angelópolis,189671.34,204.0,3.0,2016,3,18.47419805112093
94671,2016-08-31,1.0,Lomas de Angelópolis,173865.39,176.0,3.0,2016,3,18.47419805112093
94672,2016-08-31,1.0,Puebla,553208.06,300.0,4.0,2016,3,18.47419805112093
94673,2016-08-31,1.0,Lomas de Angelópolis,157532.58,175.0,4.0,2016,3,18.47419805112093
94676,2016-08-31,1.0,Lomas de Angelópolis,163328.1,201.0,4.0,2016,3,18.47419805112093
94678,2016-08-31,1.0,Lomas de Angelópolis,168596.73,200.0,3.0,2016,3,18.47419805112093
94679,2016-08-31,1.0,Lomas de Angelópolis,179924.34,164.0,3.0,2016,3,18.47419805112093
94680,2016-08-31,1.0,Lomas de Angelópolis,209692.2,200.0,3.0,2016,3,18.47419805112093
94682,2016-08-31,1.0,Lomas de Angelópolis,250260.8,200.0,4.0,2016,3,18.47419805112093
94685,2016-08-31,1.0,Lomas de Angelópolis,247099.6,216.0,3.0,2016,3,18.47419805112093
94686,2016-08-31,1.0,Lomas de Angelópolis,289775.66,200.0,4.0,2016,3,18.47419805112093
94687,2016-08-31,1.0,Lomas de Angelópolis,118544.58,144.0,3.0,2016,3,18.47419805112093
94689,2016-08-31,1.0,Lomas de Angelópolis,173865.39,180.0,3.0,2016,3,18.47419805112093
94690,2016-08-31,1.0,Puebla,192305.66,210.0,3.0,2016,2,18.47419805112093
94691,2016-08-31,1.0,Héroes de Puebla,31611.89,91.0,2.0,2016,3,18.47419805112093
94692,2016-08-31,1.0,Xicotepec,342462.12,5930.0,4.0,2016,1,18.47419805112093
94693,2016-08-31,1.0,Lomas de Angelópolis,183348.95,169.0,4.0,2016,3,18.47419805112093
94694,2016-08-31,1.0,Lomas de Angelópolis,168596.73,128.0,4.0,2016,3,18.47419805112093
94696,2016-08-31,1.0,Lomas de Angelópolis,194939.98,200.0,3.0,2016,3,18.47419805112093
94697,2016-08-31,1.0,Lomas de Angelópolis,147522.16,180.0,3.0,2016,3,18.47419805112093
94709,2016-08-31,1.0,Cuautitlán Izcalli,29504.43,114.0,2.0,2016,2,18.47419805112093
94710,2016-08-31,1.0,Cuautitlán Izcalli,29504.43,288.0,2.0,2016,2,18.47419805112093
94711,2016-08-31,1.0,Cuautitlán Izcalli,32138.75,286.0,3.0,2016,2,18.47419805112093
94712,2016-08-31,1.0,Cuautitlán Izcalli,35826.8,60.0,2.0,2016,2,18.47419805112093
94713,2016-08-31,1.0,Cuautitlán Izcalli,64804.37,88.0,3.0,2016,2,18.47419805112093
94714,2016-08-31,1.0,Cuautitlán Izcalli,80083.45,110.0,2.0,2016,2,18.47419805112093
94719,2016-08-31,1.0,Mesa de los Conejos,158059.39,400.0,2.0,2016,1,18.47419805112093
94720,2016-08-31,1.0,Juriquilla Santa Fe,121178.91,150.0,3.0,2016,3,18.47419805112093
94723,2016-08-31,1.0,San Luis Potosí,237089.17,292.0,3.0,2016,1,18.47419805112093
94724,2016-08-31,1.0,Zapopan,32929.05,72.0,2.0,2016,3,18.47419805112093
94725,2016-08-31,1.0,Ciudad Azteca Sección Poniente,94782.98,123.0,4.0,2016,3,18.47419805112093
94726,2016-08-31,1.0,San Luis Potosí,197574.31,240.0,3.0,2016,3,18.47419805112093
94727,2016-08-31,1.0,San Luis Potosí,162485.11,187.0,3.0,2016,1,18.47419805112093
94728,2016-08-31,1.0,Prado Norte,17017.73,93.0,1.0,2016,3,18.47419805112093
95458,2016-08-31,1.0,Michoacán,28977.56,72.0,2.0,2016,3,18.47419805112093
95459,2016-08-31,1.0,Villas de Aragón,79556.59,140.0,3.0,2016,3,18.47419805112093
95461,2016-08-31,1.0,Geovillas Santa Bárbara,63750.64,75.0,2.0,2016,2,18.47419805112093
95462,2016-08-31,1.0,Ixtapaluca,30031.29,72.0,2.0,2016,2,18.47419805112093
95463,2016-08-31,1.0,Ixtapaluca,32138.75,73.0,2.0,2016,2,18.47419805112093
95465,2016-08-31,1.0,San Luis Potosí,173865.34,176.0,3.0,2016,1,18.47419805112093
95466,2016-08-31,1.0,Cumbres del Lago,279238.38,270.0,3.0,2016,1,18.47419805112093
95467,2016-08-31,1.0,Cumbres del Lago,184402.69,220.0,2.0,2016,1,18.47419805112093
95468,2016-08-31,1.0,Campeche,82981.21,135.0,3.0,2016,1,18.47419805112093
95827,2016-09-01,1.0,Valle de las Palmas V,33192.48,90.0,2.0,2016,1,19.243647984095983
96394,2016-09-02,1.0,Lomas de Angelópolis,195993.7,144.0,3.0,2016,3,19.243647984095983
96398,2016-09-02,1.0,Tepic,27396.97,90.0,2.0,2016,1,19.243647984095983
96399,2016-09-02,1.0,Bocoyna,121126.22,480.0,5.0,2016,3,19.243647984095983
96401,2016-09-02,1.0,Irapuato,43150.23,90.0,3.0,2016,3,19.243647984095983
96402,2016-09-02,1.0,Irapuato,44730.82,90.0,3.0,2016,3,19.243647984095983
96405,2016-09-02,1.0,Villa Sur,57955.13,115.0,3.0,2016,1,19.243647984095983
96406,2016-09-02,1.0,Tepic,53213.34,128.0,4.0,2016,3,19.243647984095983
96407,2016-09-02,1.0,Tepic,44520.07,128.0,2.0,2016,3,19.243647984095983
96408,2016-09-02,1.0,San Luis Potosí,144887.83,210.0,3.0,2016,3,19.243647984095983
96409,2016-09-02,1.0,Tepic,44783.51,300.0,2.0,2016,1,19.243647984095983
96410,2016-09-02,1.0,Nicolás Romero,28450.7,66.0,2.0,2016,3,19.243647984095983
96411,2016-09-02,1.0,San Mateo Atenco,69546.15,184.0,3.0,2016,2,19.243647984095983
96412,2016-09-02,1.0,Los Héroes Tecámac II,26343.24,63.0,2.0,2016,3,19.243647984095983
96610,2016-09-03,1.0,Michoacán,84298.37,242.0,4.0,2016,3,19.243647984095983
96612,2016-09-03,1.0,Querétaro,118544.58,141.0,3.0,2016,1,19.243647984095983
96613,2016-09-03,1.0,Parque San Andrés,316118.9,130.0,5.0,2016,3,19.243647984095983
96616,2016-09-03,1.0,Rancho San Miguel,73023.46,150.0,3.0,2016,1,19.243647984095983
96618,2016-09-03,1.0,Real del Cid,26343.24,93.0,2.0,2016,2,19.243647984095983
96619,2016-09-03,1.0,Tecámac,26553.98,77.0,2.0,2016,2,19.243647984095983
96620,2016-09-03,1.0,Tecámac,263432.4,59.0,2.0,2016,2,19.243647984095983
97471,2016-09-04,1.0,San Francisco Juriquilla,374074.03,845.0,4.0,2016,1,19.243647984095983
97477,2016-09-04,1.0,Veracruz,63223.78,140.0,3.0,2016,1,19.243647984095983
97488,2016-09-04,1.0,Tepic,50052.15,90.0,5.0,2016,1,19.243647984095983
98730,2016-09-05,1.0,Calpulalpan,194872.69,787.0,8.0,2016,1,19.243647984095983
98733,2016-09-05,1.0,Calpulalpan,194872.69,787.0,8.0,2016,3,19.243647984095983
99128,2016-09-06,2.0,Veracruz,26343.24,72.0,2.0,2016,1,19.243647984095983
99129,2016-09-06,1.0,Veracruz,57955.13,898.0,3.0,2016,1,19.243647984095983
99130,2016-09-06,1.0,Veracruz,184402.69,987.0,6.0,2016,1,19.243647984095983
99136,2016-09-06,1.0,Tecámac,53318.72,78.0,3.0,2016,2,19.243647984095983
99137,2016-09-06,1.0,Tecámac,32665.61,42.0,2.0,2016,2,19.243647984095983
99139,2016-09-06,1.0,Bosques del Valle 2do Sector,1844026.9,708.0,4.0,2016,1,19.243647984095983
99140,2016-09-06,1.0,Tepic,22655.18,36.0,1.0,2016,1,19.243647984095983
99141,2016-09-06,1.0,Tepic,52686.48,80.0,3.0,2016,3,19.243647984095983
99271,2016-09-06,1.0,Punta Juriquilla,115910.26,208.0,3.0,2016,1,19.243647984095983
99273,2016-09-06,1.0,Playa Car Fase II,445000.0,360.0,3.0,2016,3,19.243647984095983
99277,2016-09-06,1.0,Paseo Palmas I,52159.61,90.0,3.0,2016,1,19.243647984095983
99278,2016-09-06,1.0,Metepec,474178.34,703.0,4.0,2016,2,19.243647984095983
99279,2016-09-06,1.0,Tepic,60589.45,98.0,3.0,2016,1,19.243647984095983
99280,2016-09-06,1.0,Bosques de Campeche,184402.69,320.0,4.0,2016,3,19.243647984095983
99281,2016-09-06,1.0,Mollinedo,53476.78,105.0,2.0,2016,3,19.243647984095983
100016,2016-09-07,1.0,Villas del Mesón,526864.8,1000.0,3.0,2016,1,19.243647984095983
100017,2016-09-07,1.0,Querétaro,131716.2,180.0,3.0,2016,1,19.243647984095983
100018,2016-09-07,1.0,Querétaro,144887.83,145.0,3.0,2016,1,19.243647984095983
100019,2016-09-07,1.0,Loma Juriquilla,151210.2,250.0,2.0,2016,1,19.243647984095983
100020,2016-09-07,1.0,San Francisco Juriquilla,289775.66,450.0,3.0,2016,1,19.243647984095983
100021,2016-09-07,1.0,Juriquilla,463641.06,1056.0,4.0,2016,1,19.243647984095983
100022,2016-09-07,1.0,Querétaro,553208.06,1050.0,4.0,2016,1,19.243647984095983
100023,2016-09-07,1.0,Juriquilla,737610.75,740.0,5.0,2016,1,19.243647984095983
100025,2016-09-07,2.0,Benito Juárez,237089.17,109.0,3.0,2016,3,19.243647984095983
100026,2016-09-07,2.0,Cuauhtémoc,237089.17,71.0,2.0,2016,3,19.243647984095983
100029,2016-09-07,1.0,Playa Magna,221283.23,356.0,2.0,2016,3,19.243647984095983
100038,2016-09-07,1.0,Puebla,89567.02,128.0,3.0,2016,3,19.243647984095983
100039,2016-09-07,1.0,Veracruz,25816.37,106.0,2.0,2016,1,19.243647984095983
100040,2016-09-07,1.0,Tepic,99314.02,138.0,4.0,2016,1,19.243647984095983
100392,2016-09-08,2.0,Venustiano Carranza,36880.53,90.0,2.0,2016,3,19.243647984095983
100394,2016-09-08,1.0,Juriquilla,242357.81,280.0,4.0,2016,1,19.243647984095983
100395,2016-09-08,1.0,San Francisco Juriquilla,273969.72,450.0,3.0,2016,1,19.243647984095983
100396,2016-09-08,1.0,Querétaro,316118.9,801.0,5.0,2016,1,19.243647984095983
100397,2016-09-08,1.0,Querétaro,363536.72,1002.0,3.0,2016,1,19.243647984095983
100400,2016-09-08,1.0,Querétaro,71126.75,105.0,3.0,2016,1,19.243647984095983
100401,2016-09-08,1.0,San José Iturbide,73761.07,250.0,3.0,2016,1,19.243647984095983
100402,2016-09-08,1.0,San Miguel de Allende,102738.64,108.0,3.0,2016,2,19.243647984095983
100403,2016-09-08,1.0,El Refugio,144887.83,229.0,4.0,2016,1,19.243647984095983
100405,2016-09-08,1.0,Juriquilla,150156.47,165.0,3.0,2016,1,19.243647984095983
100427,2016-09-08,1.0,Ecatepec de Morelos,67965.56,90.0,2.0,2016,3,19.243647984095983
100429,2016-09-08,1.0,Ecatepec de Morelos,100104.31,105.0,3.0,2016,3,19.243647984095983
100430,2016-09-08,1.0,Ecatepec de Morelos,49788.72,79.0,3.0,2016,3,19.243647984095983
100431,2016-09-08,1.0,Ecatepec de Morelos,67702.13,96.0,3.0,2016,3,19.243647984095983
100439,2016-09-08,1.0,Ecatepec de Morelos,72970.78,92.0,3.0,2016,3,19.243647984095983
100440,2016-09-08,1.0,Tepic,18967.13,90.0,2.0,2016,3,19.243647984095983
101329,2016-09-08,1.0,Querétaro,911476.2,1804.0,4.0,2016,1,19.243647984095983
101330,2016-09-08,1.0,Juriquilla,89040.15,189.0,3.0,2016,1,19.243647984095983
101331,2016-09-08,1.0,Loma Juriquilla,181768.36,261.0,3.0,2016,1,19.243647984095983
101338,2016-09-08,1.0,Tecámac,27923.83,66.0,2.0,2016,2,19.243647984095983
101339,2016-09-08,1.0,Tecámac,23814.29,40.0,2.0,2016,2,19.243647984095983
101351,2016-09-08,1.0,Querétaro,176499.72,250.0,4.0,2016,1,19.243647984095983
101356,2016-09-08,1.0,Delicias,28714.13,266.0,3.0,2016,1,19.243647984095983
101357,2016-09-08,1.0,Querétaro,131189.34,199.0,3.0,2016,3,19.243647984095983
101358,2016-09-08,1.0,INFONAVIT Iztacalco,260798.1,250.0,3.0,2016,3,19.243647984095983
101359,2016-09-08,1.0,San Luis Potosí,184402.69,240.0,3.0,2016,1,19.243647984095983
101360,2016-09-08,1.0,Zibatá,157269.16,157.0,3.0,2016,3,19.243647984095983
101361,2016-09-08,1.0,Juriquilla,363536.72,2000.0,2.0,2016,3,19.243647984095983
101362,2016-09-08,1.0,San Luis Potosí,231820.47,247.0,3.0,2016,3,19.243647984095983
101363,2016-09-08,1.0,San Luis Potosí,142253.5,230.0,3.0,2016,1,19.243647984095983
101364,2016-09-08,1.0,Chihuahua,134350.53,225.0,4.0,2016,1,19.243647984095983
101365,2016-09-08,1.0,San Luis Potosí,288721.88,300.0,3.0,2016,3,19.243647984095983
101366,2016-09-08,1.0,San Luis Potosí,197574.27,252.0,3.0,2016,3,19.243647984095983
102214,2016-09-09,1.0,Michoacán,22286.38,64.0,3.0,2016,3,19.243647984095983
102226,2016-09-09,1.0,Metepec,632237.8,420.0,3.0,2016,3,19.243647984095983
102228,2016-09-09,1.0,San Luis Potosí,184402.69,236.0,3.0,2016,3,19.243647984095983
102231,2016-09-09,1.0,El Obelisco,26343.24,99.0,2.0,2016,3,19.243647984095983
102237,2016-09-09,1.0,Delicias,26000.77,200.0,3.0,2016,1,19.243647984095983
102239,2016-09-09,1.0,Metepec,255529.44,313.0,4.0,2016,2,19.243647984095983
102240,2016-09-09,1.0,Coahuila,23708.91,100.0,2.0,2016,3,19.243647984095983
102241,2016-09-09,1.0,Tepic,242357.81,450.0,3.0,2016,3,19.243647984095983
102242,2016-09-09,1.0,Rosales,82981.21,1472.0,2.0,2016,1,19.243647984095983
102243,2016-09-09,1.0,San Luis Potosí,302947.22,325.0,3.0,2016,1,19.243647984095983
102244,2016-09-09,1.0,Monterrey,57691.69,150.0,3.0,2016,1,19.243647984095983
102245,2016-09-09,1.0,Delicias,47417.83,468.0,3.0,2016,1,19.243647984095983
102623,2016-09-10,1.0,San Luis Potosí,126394.87,160.0,3.0,2016,3,19.243647984095983
102628,2016-09-10,1.0,Veracruz,44783.51,134.0,3.0,2016,1,19.243647984095983
102630,2016-09-10,1.0,Delicias,30426.44,162.0,2.0,2016,1,19.243647984095983
102631,2016-09-10,1.0,Delicias,69151.0,400.0,4.0,2016,1,19.243647984095983
102633,2016-09-10,1.0,Villezcas,49788.72,200.0,3.0,2016,3,19.243647984095983
102636,2016-09-10,1.0,El Obelisco,41200.83,69.0,3.0,2016,3,19.243647984095983
102638,2016-09-10,1.0,Tultitlán,26343.24,66.0,2.0,2016,2,19.243647984095983
102639,2016-09-10,1.0,El Obelisco,28134.58,82.0,3.0,2016,3,19.243647984095983
102640,2016-09-10,1.0,Tultitlán,35563.37,68.0,2.0,2016,3,19.243647984095983
102641,2016-09-10,1.0,El Obelisco,27396.97,71.0,2.0,2016,3,19.243647984095983
102643,2016-09-10,1.0,El Obelisco,26975.47,55.0,2.0,2016,3,19.243647984095983
102645,2016-09-10,1.0,Querétaro,149893.05,229.0,3.0,2016,1,19.243647984095983
102646,2016-09-10,1.0,Gómez Palacio,13435.05,99.0,2.0,2016,1,19.243647984095983
102647,2016-09-10,1.0,General Escobedo,102738.64,120.0,3.0,2016,1,19.243647984095983
102649,2016-09-10,1.0,Álvaro Obregón,237089.17,150.0,4.0,2016,3,19.243647984095983
103814,2016-09-10,1.0,Tepic,23182.05,90.0,2.0,2016,1,19.243647984095983
103815,2016-09-10,1.0,Tepic,31611.89,95.0,2.0,2016,1,19.243647984095983
103816,2016-09-10,1.0,Delicias,49788.72,165.0,4.0,2016,3,19.243647984095983
103817,2016-09-10,1.0,Delicias,27660.4,204.0,3.0,2016,1,19.243647984095983
103818,2016-09-10,1.0,San Luis Potosí,144887.83,171.0,3.0,2016,1,19.243647984095983
103820,2016-09-10,1.0,Tepic,18176.83,90.0,2.0,2016,3,19.243647984095983
104036,2016-09-11,1.0,Michoacán,115910.26,170.0,3.0,2016,3,19.243647984095983
104037,2016-09-11,1.0,Querétaro,184402.69,233.0,3.0,2016,1,19.243647984095983
104038,2016-09-11,1.0,Querétaro,187037.02,253.0,3.0,2016,1,19.243647984095983
104045,2016-09-11,1.0,Veracruz,44783.51,134.0,3.0,2016,1,19.243647984095983
104046,2016-09-11,1.0,Veracruz,67860.19,120.0,3.0,2016,1,19.243647984095983
104047,2016-09-11,1.0,Veracruz,84298.37,156.0,3.0,2016,1,19.243647984095983
104152,2016-09-12,1.0,Tepic,29504.43,90.0,2.0,2016,1,19.243647984095983
104153,2016-09-12,1.0,Tepic,30558.16,92.0,2.0,2016,1,19.243647984095983
104154,2016-09-12,1.0,Querétaro,160430.34,250.0,3.0,2016,1,19.243647984095983
104155,2016-09-12,1.0,San Luis Potosí,297678.6,385.0,3.0,2016,1,19.243647984095983
104419,2016-09-13,2.0,Metepec,358268.1,600.0,3.0,2016,2,19.243647984095983
104420,2016-09-13,1.0,Juriquilla,155425.12,200.0,3.0,2016,1,19.243647984095983
104421,2016-09-13,1.0,Lomas de Angelópolis,189671.34,170.0,4.0,2016,3,19.243647984095983
104423,2016-09-13,2.0,Santa Fe Cuajimalpa,405685.9,180.0,3.0,2016,3,19.243647984095983
104425,2016-09-13,1.0,Huejutla de Reyes,47417.83,407.0,1.0,2016,1,19.243647984095983
104428,2016-09-13,1.0,Tultitlán,37407.4,105.0,3.0,2016,3,19.243647984095983
104429,2016-09-13,1.0,Tultitlán,37934.26,73.0,2.0,2016,3,19.243647984095983
104430,2016-09-13,1.0,Tultitlán,31875.32,71.0,2.0,2016,3,19.243647984095983
104431,2016-09-13,1.0,Tultitlán,31875.32,73.0,2.0,2016,3,19.243647984095983
104432,2016-09-13,1.0,Tultitlán,30189.35,71.0,2.0,2016,3,19.243647984095983
104433,2016-09-13,1.0,Tultitlán,38145.01,95.0,3.0,2016,3,19.243647984095983
104434,2016-09-13,1.0,Tultitlán,31875.32,100.0,3.0,2016,3,19.243647984095983
104435,2016-09-13,1.0,Tultitlán,26343.24,80.0,3.0,2016,3,19.243647984095983
104437,2016-09-13,1.0,Tultitlán,29082.93,72.0,3.0,2016,3,19.243647984095983
104438,2016-09-13,1.0,Tultitlán,37512.77,72.0,2.0,2016,3,19.243647984095983
104439,2016-09-13,1.0,Tultitlán,31875.32,50.0,3.0,2016,3,19.243647984095983
104440,2016-09-13,1.0,Tultitlán,30294.72,73.0,3.0,2016,3,19.243647984095983
104441,2016-09-13,1.0,Delicias,71917.05,200.0,7.0,2016,1,19.243647984095983
